title,source,place,published_date,commencement_date,url
"The Indian Stamp Act, 1899",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 2 on 27 January 1899,27 January 1899,https://indiankanoon.org/doc/74910796/
"The Government Buildings Act, 1899",Union of India - Act,"UNION OF INDIA,India",3 February 1899,3 February 1899,https://indiankanoon.org/doc/266796/
"The Glanders and Farcy Act, 1899",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 20 March 1899,Not commenced,https://indiankanoon.org/doc/141324767/
"The Indian Tolls (Army and Air Force) Act, 1901",Union of India - Act,"UNION OF INDIA,India",1 January 1901,1 January 1901,https://indiankanoon.org/doc/197364643/
"The Indian Tolls (Army and Air Force) Act, 1901",Union of India - Act,"UNION OF INDIA,India",1 January 1901,1 January 1901,https://indiankanoon.org/doc/197364643/
"Works of Defence Act, 1903",Union of India - Act,"UNION OF INDIA,India",20 March 1903,20 March 1903,https://indiankanoon.org/doc/1017644/
"The Victoria Memorial Act, 1903",Union of India - Act,"UNION OF INDIA,India",20 March 1903,20 March 1903,https://indiankanoon.org/doc/125349/
"The Indian Tolls (Army and Air Force) Rules, 1942",Union of India - Act,"UNION OF INDIA,India",14 November 1903,14 November 1903,https://indiankanoon.org/doc/146490861/
"Works of Defence Act, 1903",Union of India - Act,"UNION OF INDIA,India",20 March 1903,20 March 1903,https://indiankanoon.org/doc/1017644/
"The Victoria Memorial Act, 1903",Union of India - Act,"UNION OF INDIA,India",20 March 1903,20 March 1903,https://indiankanoon.org/doc/125349/
"The Ancient Monuments Preservation Act, 1904",Union of India - Act,"UNION OF INDIA,India",18 March 1904,18 March 1904,https://indiankanoon.org/doc/22887815/
"Indian Railway Board Act, 1905",Union of India - Act,"UNION OF INDIA,India",22 March 1905,22 March 1905,https://indiankanoon.org/doc/1542988/
"The Indian Reserve Forces Rules, 1925",Union of India - Act,"UNION OF INDIA,India",10 February 1905,10 February 1905,https://indiankanoon.org/doc/56016623/
"The Indian Reserve Forces Rules, 1925",Union of India - Act,"UNION OF INDIA,India",10 February 1905,10 February 1905,https://indiankanoon.org/doc/56016623/
"Indian Railway Board Act, 1905",Union of India - Act,"UNION OF INDIA,India",22 March 1905,22 March 1905,https://indiankanoon.org/doc/1542988/
"Coinage Act, 1906",Union of India - Act,"UNION OF INDIA,India",2 March 1906,2 March 1906,https://indiankanoon.org/doc/1253669/
"Coinage Act, 1906",Union of India - Act,"UNION OF INDIA,India",2 March 1906,2 March 1906,https://indiankanoon.org/doc/1253669/
"The Code of Civil Procedure, 1908",Union of India - Act,"UNION OF INDIA,India",21 March 1908,21 March 1908,https://indiankanoon.org/doc/161831507/
"The Registration Act, 1908",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 16 on 18 December 1908,18 December 1908,https://indiankanoon.org/doc/1489134/
"The Explosive Substances Act, 1908",Union of India - Act,"UNION OF INDIA,India",1 January 1908,1 January 1908,https://indiankanoon.org/doc/1568384/
"The Indian Ports Act, 1908",Union of India - Act,"UNION OF INDIA,India",18 December 1908,18 December 1908,https://indiankanoon.org/doc/150113/
"Indian Criminal Law Amendment Act, 1908",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 14 on 11 December 1908,11 December 1908,https://indiankanoon.org/doc/22683897/
"The Explosive Substances Act, 1908",Union of India - Act,"UNION OF INDIA,India",1 January 1908,1 January 1908,https://indiankanoon.org/doc/1568384/
"The Code of Civil Procedure, 1908",Union of India - Act,"UNION OF INDIA,India",21 March 1908,21 March 1908,https://indiankanoon.org/doc/161831507/
"The Registration Act, 1908",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 16 on 18 December 1908,18 December 1908,https://indiankanoon.org/doc/1489134/
"The Indian Ports Act, 1908",Union of India - Act,"UNION OF INDIA,India",18 December 1908,18 December 1908,https://indiankanoon.org/doc/150113/
"Indian Criminal Law Amendment Act, 1908",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 14 on 11 December 1908,11 December 1908,https://indiankanoon.org/doc/22683897/
"Presidency-towns Insolvency Act, 1909",Union of India - Act,"UNION OF INDIA,India",12 March 1909,12 March 1909,https://indiankanoon.org/doc/1622833/
"The Anand Marriage Act, 1909",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 7 on 22 October 1909,22 October 1909,https://indiankanoon.org/doc/125344553/
"Presidency-towns Insolvency Act, 1909",Union of India - Act,"UNION OF INDIA,India",12 March 1909,12 March 1909,https://indiankanoon.org/doc/1622833/
"The Anand Marriage Act, 1909",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 7 on 22 October 1909,22 October 1909,https://indiankanoon.org/doc/125344553/
"The Indian Electricity Act, 1910",Union of India - Act,"UNION OF INDIA,India",18 March 1910,18 March 1910,https://indiankanoon.org/doc/261195/
"The Indian Museum Act, 1910",Union of India - Act,"UNION OF INDIA,India",18 March 1910,18 March 1910,https://indiankanoon.org/doc/308107/
"The Dourine Act, 1910",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 25 February 1910,Not commenced,https://indiankanoon.org/doc/1216565/
"The Dourine Act, 1910",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 25 February 1910,Not commenced,https://indiankanoon.org/doc/1216565/
"The Indian Electricity Act, 1910",Union of India - Act,"UNION OF INDIA,India",18 March 1910,18 March 1910,https://indiankanoon.org/doc/261195/
"The Indian Museum Act, 1910",Union of India - Act,"UNION OF INDIA,India",18 March 1910,18 March 1910,https://indiankanoon.org/doc/308107/
"Designs Act, 1911",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 1 March 1911,Not commenced,https://indiankanoon.org/doc/176456124/
"The Prevention of Seditious Meetings Act, 1911",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 10 on 22 March 1911,22 March 1911,https://indiankanoon.org/doc/1211616/
"Designs Act, 1911",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 1 March 1911,Not commenced,https://indiankanoon.org/doc/176456124/
"The Prevention of Seditious Meetings Act, 1911",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 10 on 22 March 1911,22 March 1911,https://indiankanoon.org/doc/1211616/
"THE ADMINISTRATOR GENERAL’S ACT, 1913",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 27 February 1913,Not commenced,https://indiankanoon.org/doc/163971107/
"Indian Companies Act, 1913",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 27 March 1913,Not commenced,https://indiankanoon.org/doc/153279772/
"The Mussalman Wakf Validating Act, 1913",Union of India - Act,"UNION OF INDIA,India",7 March 1913,7 March 1913,https://indiankanoon.org/doc/1852964/
"Destructive Insects and Pests Act, 1914",Union of India - Act,"UNION OF INDIA,India",3 February 1914,3 February 1914,https://indiankanoon.org/doc/1468942/
"The Local Authorities Loans Act, 1914",Union of India - Act,"UNION OF INDIA,India",28 February 1914,28 February 1914,https://indiankanoon.org/doc/445368/
"Destructive Insects and Pests Act, 1914",Union of India - Act,"UNION OF INDIA,India",3 February 1914,3 February 1914,https://indiankanoon.org/doc/1468942/
"The Local Authorities Loans Act, 1914",Union of India - Act,"UNION OF INDIA,India",28 February 1914,28 February 1914,https://indiankanoon.org/doc/445368/
"Delhi Laws Act, 1915",Union of India - Act,"UNION OF INDIA,India",22 March 1915,22 March 1915,https://indiankanoon.org/doc/1925530/
"Banaras Hindu University Act, 1915",Union of India - Act,"UNION OF INDIA,India",1 October 1915,1 October 1915,https://indiankanoon.org/doc/1421454/
"The Indian Medical Degrees Act, 1916",Union of India - Act,"UNION OF INDIA,India",16 March 1916,16 March 1916,https://indiankanoon.org/doc/1254895/
"The Hindu Disposition Of Property Act, 1916",Union of India - Act,"UNION OF INDIA,India",1 January 1916,1 January 1916,https://indiankanoon.org/doc/1363172/
"The Hindu Disposition Of Property Act, 1916",Union of India - Act,"UNION OF INDIA,India",1 January 1916,1 January 1916,https://indiankanoon.org/doc/1363172/
"The Indian Medical Degrees Act, 1916",Union of India - Act,"UNION OF INDIA,India",16 March 1916,16 March 1916,https://indiankanoon.org/doc/1254895/
"Inland Vessels Act, 1917",Union of India - Act,"UNION OF INDIA,India",7 February 1917,7 February 1917,https://indiankanoon.org/doc/1364875/
"Destruction of Records Act, 1917",Union of India - Act,"UNION OF INDIA,India",28 February 1917,28 February 1917,https://indiankanoon.org/doc/1315964/
"Destruction of Records Act, 1917",Union of India - Act,"UNION OF INDIA,India",28 February 1917,28 February 1917,https://indiankanoon.org/doc/1315964/
"Bronze Coin (Legal Tender) Act, 1918",Union of India - Act,"UNION OF INDIA,India",26 September 1918,26 September 1918,https://indiankanoon.org/doc/101938138/
"Bronze Coin (Legal Tender) Act, 1918",Union of India - Act,"UNION OF INDIA,India",26 September 1918,26 September 1918,https://indiankanoon.org/doc/101938138/
"The Passport (Entry Into India) Act, 1920",Union of India - Act,"UNION OF INDIA,India",1 January 1920,1 January 1920,https://indiankanoon.org/doc/1715361/
"Aligarh Muslim University Act, 1920",Union of India - Act,"UNION OF INDIA,India",14 September 1920,14 September 1920,https://indiankanoon.org/doc/892594/
"The Indian Red Cross Society Act, 1920",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 20 March 1920,Not commenced,https://indiankanoon.org/doc/43282555/
"The Indian Rifles Act,   1920",Union of India - Act,"UNION OF INDIA,India",1 January 1920,1 January 1920,https://indiankanoon.org/doc/829017/
"The Passport (Entry Into India) Act, 1920",Union of India - Act,"UNION OF INDIA,India",1 January 1920,1 January 1920,https://indiankanoon.org/doc/1715361/
"The Indian Rifles Act,   1920",Union of India - Act,"UNION OF INDIA,India",1 January 1920,1 January 1920,https://indiankanoon.org/doc/829017/
"The Charitable and Religious Trusts Act, 1920",Union of India - Act,"UNION OF INDIA,India",20 March 1920,20 March 1920,https://indiankanoon.org/doc/70224545/
"The Indian Red Cross Society Act, 1920",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 20 March 1920,Not commenced,https://indiankanoon.org/doc/43282555/
"The Identification Of Prisoners Act, 1920",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 33 on 9 September 1920,9 September 1920,https://indiankanoon.org/doc/1747275/
"Aligarh Muslim University Act, 1920",Union of India - Act,"UNION OF INDIA,India",14 September 1920,14 September 1920,https://indiankanoon.org/doc/892594/
"The Maintenance Orders Enforcement Act, 1921",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India 18 on 5 October 1921,Not commenced,https://indiankanoon.org/doc/631834/
"Delhi University Act, 1922",Union of India - Act,"UNION OF INDIA,India",5 March 1922,5 March 1922,https://indiankanoon.org/doc/65439626/
"The Police (Incitement to Disaffection) Act, 1922",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 22 on 5 October 1922,5 October 1922,https://indiankanoon.org/doc/246107/
"Delhi University Act, 1922",Union of India - Act,"UNION OF INDIA,India",5 March 1922,5 March 1922,https://indiankanoon.org/doc/65439626/
"The Police (Incitement to Disaffection) Act, 1922",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 22 on 5 October 1922,5 October 1922,https://indiankanoon.org/doc/246107/
"The Employee's Compensation Act, 1923",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 8 on 5 March 1923,5 March 1923,https://indiankanoon.org/doc/6559712/
"The Official Secrets Act, 1923",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 19 on 2 April 1923,2 April 1923,https://indiankanoon.org/doc/61492784/
"THE INDIAN BOILERS ACT, 1923",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 23 February 1923,Not commenced,https://indiankanoon.org/doc/118970876/
"The Mussalman Wakf Act, 1923",Union of India - Act,"UNION OF INDIA,India",5 August 1923,5 August 1923,https://indiankanoon.org/doc/188677788/
"Cantonments (House-Accommodation ) Act, 1923",Union of India - Act,"UNION OF INDIA,India",5 March 1923,5 March 1923,https://indiankanoon.org/doc/734720/
"The Cotton Transport Act, 1923",Union of India - Act,"UNION OF INDIA,India",1 January 1923,1 January 1923,https://indiankanoon.org/doc/340758/
"The Indian Naval Armament Act, 1923",Union of India - Act,"UNION OF INDIA,India",5 March 1923,5 March 1923,https://indiankanoon.org/doc/115989019/
"The Cotton Transport Act, 1923",Union of India - Act,"UNION OF INDIA,India",1 January 1923,1 January 1923,https://indiankanoon.org/doc/340758/
"THE INDIAN BOILERS ACT, 1923",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 23 February 1923,Not commenced,https://indiankanoon.org/doc/118970876/
"The Employee's Compensation Act, 1923",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 8 on 5 March 1923,5 March 1923,https://indiankanoon.org/doc/6559712/
"Cantonments (House-Accommodation ) Act, 1923",Union of India - Act,"UNION OF INDIA,India",5 March 1923,5 March 1923,https://indiankanoon.org/doc/734720/
"The Indian Naval Armament Act, 1923",Union of India - Act,"UNION OF INDIA,India",5 March 1923,5 March 1923,https://indiankanoon.org/doc/115989019/
"The Official Secrets Act, 1923",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 19 on 2 April 1923,2 April 1923,https://indiankanoon.org/doc/61492784/
"The Mussalman Wakf Act, 1923",Union of India - Act,"UNION OF INDIA,India",5 August 1923,5 August 1923,https://indiankanoon.org/doc/188677788/
"Cantonments Act, 1924",Union of India - Act,"UNION OF INDIA,India",16 February 1924,16 February 1924,https://indiankanoon.org/doc/1991903/
"The Workmen's Compensation Rules, 1924",Union of India - Act,"UNION OF INDIA,India",26 June 1924,26 June 1924,https://indiankanoon.org/doc/26701453/
"Cantonments Act, 1924",Union of India - Act,"UNION OF INDIA,India",16 February 1924,16 February 1924,https://indiankanoon.org/doc/1991903/
"The Workmen's Compensation Rules, 1924",Union of India - Act,"UNION OF INDIA,India",26 June 1924,26 June 1924,https://indiankanoon.org/doc/26701453/
"The Indian Succession Act, 1925",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 39 on 30 September 1925,30 September 1925,https://indiankanoon.org/doc/1450343/
"The Provident Funds Act, 1925",Union of India - Act,"UNION OF INDIA,India",Published in Gazette 19 on 27 August 1925,27 August 1925,https://indiankanoon.org/doc/1724879/
"The Sikh Gurdwaras Act, 1925",Union of India - Act,"UNION OF INDIA,India",12 October 1925,12 October 1925,https://indiankanoon.org/doc/130708438/
"The Indian Carriage of Goods by Sea Act, 1925",Union of India - Act,"UNION OF INDIA,India",21 September 1925,21 September 1925,https://indiankanoon.org/doc/1914211/
The Port Rules for the Port of Bombay,Union of India - Act,"UNION OF INDIA,India",19 January 1925,19 January 1925,https://indiankanoon.org/doc/119310797/
"The Cotton Ginning and Pressing Factories Act, 1925",Union of India - Act,"UNION OF INDIA,India",18 March 1925,18 March 1925,https://indiankanoon.org/doc/3907/
"THE COAL GRADING BOARD ACT, 1925",Union of India - Act,"UNION OF INDIA,India",Published in Gazette of India on 23 September 1925,Not commenced,https://indiankanoon.org/doc/108774630/
